,Name,Latitude,Longitude,accessibility_w,accessibility_h,Accessibility,colour
47,Ripley 0535,53.0495486,-1.4055901,None,InductionLoop,InductionLoop Only,#FA8406
48,Beaconsfield 0359,51.61323649,-0.64740211,WheelchairAccess,None,Wheelchair Only,#003FF6
49,Wallsend 0839,54.9913012,-1.5331353,None,InductionLoop,InductionLoop Only,#FA8406
50,Hartlepool 0823,54.6842519,-1.21703848,None,InductionLoop,InductionLoop Only,#FA8406
51,Runcorn 0707,53.32688,-2.6983221,WheelchairAccess,InductionLoop,Both,#27AE60
52,Rochdale 0724,53.61925411,-2.1552762,None,InductionLoop,InductionLoop Only,#FA8406
53,Birmingham 0513,52.44648754,-1.82058059,WheelchairAccess,InductionLoop,Both,#27AE60
54,New Malden 0269,51.4004199,-0.2555153,WheelchairAccess,None,Wheelchair Only,#003FF6
55,Glasgow 0911,55.82797989,-4.2843507,WheelchairAccess,None,Wheelchair Only,#003FF6
56,Kilmarnock 0925,55.6073509,-4.49683226,None,InductionLoop,InductionLoop Only,#FA8406
57,Epsom 0265,51.33302153,-0.26815746,WheelchairAccess,None,Wheelchair Only,#003FF6
58,Gosforth 0834,55.0042999,-1.6204341,None,InductionLoop,InductionLoop Only,#FA8406
59,Brighton 0346,50.83088976,-0.13596139,WheelchairAccess,InductionLoop,Both,#27AE60
60,Dumbarton 0939,55.94397981,-4.5721326,WheelchairAccess,InductionLoop,Both,#27AE60
61,Horley 0381,51.17197513,-0.16487789,WheelchairAccess,InductionLoop,Both,#27AE60
62,Croydon 0259,51.37402905,-0.09883023,WheelchairAccess,None,Wheelchair Only,#003FF6
63,Abingdon 0357,51.6699456,-1.2824782,WheelchairAccess,InductionLoop,Both,#27AE60
64,Hitchin 0610,51.94746772,-0.27810575,WheelchairAccess,None,Wheelchair Only,#003FF6
65,Crewkerne 1275,50.8837018,-2.7960885,None,InductionLoop,InductionLoop Only,#FA8406
66,Wakefield 1554,53.68340977,-1.49569604,WheelchairAccess,InductionLoop,Both,#27AE60
67,South Woodford 0633,51.59282814,0.02633553,None,InductionLoop,InductionLoop Only,#FA8406
68,Rickmansworth 0613,51.63888202,-0.47014459,WheelchairAccess,None,Wheelchair Only,#003FF6
69,Waltham Cross 0974,51.6865692,-0.0334669,None,InductionLoop,InductionLoop Only,#FA8406
70,Camden Town 0223,51.53740316,-0.14171131,WheelchairAccess,InductionLoop,Both,#27AE60
71,Cranleigh 0378,51.1414086,-0.49078203,WheelchairAccess,InductionLoop,Both,#27AE60
72,Gillingham 0671,51.38702913,0.54763081,None,None,None,#E74C3C
73,Winchester 0335,51.06238066,-1.31317277,WheelchairAccess,None,Wheelchair Only,#003FF6
74,Birstall 1084,52.67992069,-1.12450562,WheelchairAccess,InductionLoop,Both,#27AE60
75,Poole 0305,50.71662453,-1.9834683,WheelchairAccess,InductionLoop,Both,#27AE60
76,London 0283,51.44473221,-0.15148043,WheelchairAccess,None,Wheelchair Only,#003FF6
77,Worcester Park 0289,51.37887004,-0.2426133,WheelchairAccess,None,Wheelchair Only,#003FF6
78,Henley-On-Thames 0558,51.53737775,-0.90515457,WheelchairAccess,None,Wheelchair Only,#003FF6
79,Witney 0448,51.78464308,-1.48496567,WheelchairAccess,None,Wheelchair Only,#003FF6
80,Blairgowrie 0969,56.59184761,-3.33817318,None,InductionLoop,InductionLoop Only,#FA8406
81,Wellingborough 0642,52.3018233,-0.6924216,WheelchairAccess,InductionLoop,Both,#27AE60
82,Bexhill-on-Sea 0338,50.84001824,0.47440163,None,InductionLoop,InductionLoop Only,#FA8406
83,Marlborough 0436,51.42100359,-1.73111714,WheelchairAccess,InductionLoop,Both,#27AE60
84,Eastbourne 0307,50.76822733,0.28555083,WheelchairAccess,InductionLoop,Both,#27AE60
85,Huntingdon 1051,52.32988108,-0.18222042,None,InductionLoop,InductionLoop Only,#FA8406
86,Kirkcaldy 0919,56.1100508,-3.1592436,WheelchairAccess,InductionLoop,Both,#27AE60
87,Herne Bay 1357,51.3718733,1.1308781,WheelchairAccess,InductionLoop,Both,#27AE60
88,Aberdeen 0933,57.14602614,-2.10007765,None,InductionLoop,InductionLoop Only,#FA8406
89,Barry 0412,51.40608034,-3.26624666,None,InductionLoop,InductionLoop Only,#FA8406
90,Braintree 0644,51.87943917,0.55139891,WheelchairAccess,InductionLoop,Both,#27AE60
91,Cupar 0975,56.319061,-3.0113771,WheelchairAccess,InductionLoop,Both,#27AE60
92,Olney 1433,52.15395883,-0.70161357,None,InductionLoop,InductionLoop Only,#FA8406
93,Redcar 1579,54.618478,-1.067726,None,None,None,#E74C3C
94,Southend-On-Sea 0226,51.540013,0.711268,WheelchairAccess,InductionLoop,Both,#27AE60
95,Carrickfergus 0952,54.71454498,-5.80734088,WheelchairAccess,None,Wheelchair Only,#003FF6
96,Fakenham 1117,52.82962233,0.84760124,WheelchairAccess,InductionLoop,Both,#27AE60
97,Stowmarket 0680,52.1878459,0.9951004,None,InductionLoop,InductionLoop Only,#FA8406
98,Westerham 1187,51.26728372,0.07076002,WheelchairAccess,InductionLoop,Both,#27AE60
99,Faversham 1358,51.31546527,0.89121418,WheelchairAccess,InductionLoop,Both,#27AE60
100,Sandbach 0908,53.1443842,-2.3623281,WheelchairAccess,InductionLoop,Both,#27AE60
101,Bishop's Stortford 0609,51.86941764,0.16021035,WheelchairAccess,InductionLoop,Both,#27AE60
102,Lancaster 0782,54.04873555,-2.80371789,WheelchairAccess,InductionLoop,Both,#27AE60
103,Seaford 0770,50.77308212,0.10301896,WheelchairAccess,InductionLoop,Both,#27AE60
104,Aldershot 0377,51.2485977,-0.7645176,WheelchairAccess,None,Wheelchair Only,#003FF6
105,Shirley 0548,52.41452007,-1.82806737,None,None,None,#E74C3C
106,Plymouth 0439,50.37212904,-4.14284651,WheelchairAccess,InductionLoop,Both,#27AE60
107,Streatham 0267,51.43321778,-0.12874427,None,None,None,#E74C3C
108,London 0296,51.50507387,-0.22327099,WheelchairAccess,InductionLoop,Both,#27AE60
109,Upminster 0989,51.55637797,0.25011337,WheelchairAccess,InductionLoop,Both,#27AE60
110,Heswall 1588,53.32847635,-3.09963521,WheelchairAccess,InductionLoop,Both,#27AE60
111,Falkirk 0968,55.9988456,-3.7831442,WheelchairAccess,None,Wheelchair Only,#003FF6
112,London 0218,51.5428804,-0.0082235,WheelchairAccess,InductionLoop,Both,#27AE60
113,Lisburn 0943,54.5110352,-6.04561579,WheelchairAccess,InductionLoop,Both,#27AE60
114,Salford 0702,53.4888896,-2.2866853,WheelchairAccess,InductionLoop,Both,#27AE60
115,Boston 0608,52.97799431,-0.02356365,WheelchairAccess,InductionLoop,Both,#27AE60
116,Hastings 0806,50.85540138,0.58092601,WheelchairAccess,InductionLoop,Both,#27AE60
117,Wallingford 0744,51.59935977,-1.12451913,WheelchairAccess,InductionLoop,Both,#27AE60
118,St Andrews 1593,56.3404054,-2.7987911,WheelchairAccess,InductionLoop,Both,#27AE60
119,London 0278,51.46264054,-0.13611057,WheelchairAccess,InductionLoop,Both,#27AE60
120,Potters Bar 0667,51.69897398,-0.19073792,WheelchairAccess,None,Wheelchair Only,#003FF6
121,Bexleyheath 0252,51.45696302,0.14310858,WheelchairAccess,InductionLoop,Both,#27AE60
122,Cricklewood 0898,51.55605888,-0.21476783,WheelchairAccess,InductionLoop,Both,#27AE60
123,Eltham 0271,51.45061965,0.05594301,WheelchairAccess,None,Wheelchair Only,#003FF6
124,Feltham 0235,51.44567569,-0.41072609,WheelchairAccess,None,Wheelchair Only,#003FF6
125,London 1790,51.49664048,-0.14060796,WheelchairAccess,None,Wheelchair Only,#003FF6
126,Irvine 0922,55.6144398,-4.6685696,WheelchairAccess,InductionLoop,Both,#27AE60
127,Inverness 0916,57.47817838,-4.22177061,WheelchairAccess,InductionLoop,Both,#27AE60
128,Stroud 0421,51.7457474,-2.2175404,WheelchairAccess,InductionLoop,Both,#27AE60
129,Letchworth 0648,51.97936744,-0.22719137,WheelchairAccess,InductionLoop,Both,#27AE60
130,Corby 0645,52.48821442,-0.70105478,WheelchairAccess,InductionLoop,Both,#27AE60
131,Wimborne 1970,50.79994943,-1.98816379,WheelchairAccess,InductionLoop,Both,#27AE60
132,Sheffield 0838,53.3807044,-1.4711299,WheelchairAccess,None,Wheelchair Only,#003FF6
133,Cirencester 0391,51.7160245,-1.968199,WheelchairAccess,InductionLoop,Both,#27AE60
134,Andover 0343,51.2071637,-1.4790243,WheelchairAccess,InductionLoop,Both,#27AE60
135,Burton Upon Trent 0523,52.80233,-1.630549,WheelchairAccess,InductionLoop,Both,#27AE60
136,Glasgow 1591,55.88973228,-4.32486717,WheelchairAccess,InductionLoop,Both,#27AE60
137,Dorking 0347,51.23270243,-0.32980573,WheelchairAccess,InductionLoop,Both,#27AE60
138,Gravesend 0623,51.4417458,0.3692691,WheelchairAccess,None,Wheelchair Only,#003FF6
139,Hull 0817,53.74507967,-0.33968708,WheelchairAccess,InductionLoop,Both,#27AE60
140,Penzance 0427,50.11978356,-5.53510062,WheelchairAccess,None,Wheelchair Only,#003FF6
141,Bourne 1426,52.76912134,-0.37730164,WheelchairAccess,InductionLoop,Both,#27AE60
142,Shirley 0312,50.9214853,-1.4321132,WheelchairAccess,InductionLoop,Both,#27AE60
143,Edinburgh 0915,55.9535747,-3.1915073,WheelchairAccess,None,Wheelchair Only,#003FF6
144,Bedford 0604,52.13779564,-0.47012172,WheelchairAccess,InductionLoop,Both,#27AE60
145,York 0791,53.95924943,-1.08205655,WheelchairAccess,InductionLoop,Both,#27AE60
146,Birmingham 0514,52.43230637,-1.89280605,WheelchairAccess,None,Wheelchair Only,#003FF6
147,Liverpool 0752,53.40534,-2.988781,WheelchairAccess,InductionLoop,Both,#27AE60
148,Stevenage 0602,51.90066172,-0.20086269,WheelchairAccess,InductionLoop,Both,#27AE60
149,Fleet 0315,51.28096935,-0.84269088,WheelchairAccess,InductionLoop,Both,#27AE60
150,Slough 0329,51.50847286,-0.59200175,None,None,None,#E74C3C
151,Birmingham 0518,52.52351796,-1.83980213,None,InductionLoop,InductionLoop Only,#FA8406
152,Ayr 0918,55.46165217,-4.62917904,WheelchairAccess,None,Wheelchair Only,#003FF6
153,Walthamstow 0240,51.58395725,-0.02509557,WheelchairAccess,InductionLoop,Both,#27AE60
154,Congleton 1116,53.16341829,-2.21394561,WheelchairAccess,InductionLoop,Both,#27AE60
155,Walsall 0501,52.58470429,-1.97999457,WheelchairAccess,InductionLoop,Both,#27AE60
156,Oswestry 0964,52.8585998,-3.0562719,WheelchairAccess,InductionLoop,Both,#27AE60
157,Hunstanton 0449,52.94031733,0.49035876,None,InductionLoop,InductionLoop Only,#FA8406
158,Cheadle 0784,53.39510542,-2.21427467,WheelchairAccess,None,Wheelchair Only,#003FF6
159,Mansfield 0511,53.14426,-1.197001,WheelchairAccess,InductionLoop,Both,#27AE60
160,Banbury 0596,52.0621788,-1.336089,WheelchairAccess,InductionLoop,Both,#27AE60
161,Northampton 0783,52.2577007,-0.8356661,WheelchairAccess,InductionLoop,Both,#27AE60
162,Tunbridge Wells 0371,51.13416441,0.26462677,WheelchairAccess,InductionLoop,Both,#27AE60
163,Tooting 0266,51.4289901,-0.1671888,WheelchairAccess,InductionLoop,Both,#27AE60
164,Birmingham 0544,52.50332277,-1.93369187,WheelchairAccess,InductionLoop,Both,#27AE60
165,Great Yarmouth 0606,52.6074955,1.7268105,WheelchairAccess,InductionLoop,Both,#27AE60
166,Kensington 0228,51.499883,-0.195605,None,InductionLoop,InductionLoop Only,#FA8406
167,Hove 0333,50.82918071,-0.17353754,WheelchairAccess,InductionLoop,Both,#27AE60
168,Enniskillen 0949,54.3455273,-7.6393494,WheelchairAccess,InductionLoop,Both,#27AE60
169,Grays 0299,51.4774678,0.3231194,WheelchairAccess,None,Wheelchair Only,#003FF6
170,High Wycombe 0322,51.62870949,-0.74867953,WheelchairAccess,InductionLoop,Both,#27AE60
171,Haywards Heath 0334,50.99585391,-0.10110072,WheelchairAccess,InductionLoop,Both,#27AE60
172,Salisbury 0328,51.067948,-1.796425,None,InductionLoop,InductionLoop Only,#FA8406
173,London 0213,51.6139828,-0.06432969,WheelchairAccess,None,Wheelchair Only,#003FF6
174,Berkhamsted 0433,51.76071012,-0.56604959,WheelchairAccess,InductionLoop,Both,#27AE60
175,Orpington 0274,51.37715905,0.09998354,WheelchairAccess,InductionLoop,Both,#27AE60
176,Wareham 1496,50.68589735,-2.10964475,WheelchairAccess,InductionLoop,Both,#27AE60
177,Washington 1580,54.900787,-1.5328579,WheelchairAccess,InductionLoop,Both,#27AE60
178,Derby 1780,52.92110738,-1.47449211,WheelchairAccess,None,Wheelchair Only,#003FF6
179,Exeter 0428,50.7240676,-3.5293807,WheelchairAccess,InductionLoop,Both,#27AE60
180,Bridgwater 0408,51.12868377,-3.00150074,None,None,None,#E74C3C
181,York 0438,54.2458665,-1.0607794,WheelchairAccess,InductionLoop,Both,#27AE60
182,Rothwell 1130,52.4230172,-0.80271937,WheelchairAccess,None,Wheelchair Only,#003FF6
183,Matlock 0494,53.13816688,-1.55510663,None,InductionLoop,InductionLoop Only,#FA8406
184,Petersfield 0341,51.00426167,-0.93861512,WheelchairAccess,InductionLoop,Both,#27AE60
185,Dumfries 0930,55.0702013,-3.6120685,None,InductionLoop,InductionLoop Only,#FA8406
186,St. Helens 0754,53.45241624,-2.73621583,None,InductionLoop,InductionLoop Only,#FA8406
187,Bedworth 0384,52.47938248,-1.47200569,WheelchairAccess,InductionLoop,Both,#27AE60
188,Fordingbridge 0446,50.927535,-1.790088,WheelchairAccess,InductionLoop,Both,#27AE60
189,Huddersfield 0881,53.646779,-1.7819483,WheelchairAccess,None,Wheelchair Only,#003FF6
190,Torrington 1978,50.95236832,-4.14243392,WheelchairAccess,InductionLoop,Both,#27AE60
191,Neath 0418,51.66256909,-3.80515404,None,None,None,#E74C3C
192,Fareham 0336,50.85271497,-1.17973737,WheelchairAccess,None,Wheelchair Only,#003FF6
193,Southall 0293,51.511086,-0.375803,None,None,None,#E74C3C
194,Ashton-under-Lyne 0789,53.48818517,-2.09463782,WheelchairAccess,InductionLoop,Both,#27AE60
195,Ludlow 1293,52.36810517,-2.71790917,WheelchairAccess,InductionLoop,Both,#27AE60
196,Swansea 0489,51.6199361,-3.9433258,WheelchairAccess,InductionLoop,Both,#27AE60
197,Melksham 0593,51.37281298,-2.13853665,None,InductionLoop,InductionLoop Only,#FA8406
198,Wolverhampton 1204,52.58037277,-2.17219663,WheelchairAccess,InductionLoop,Both,#27AE60
199,Nuneaton 0597,52.52291246,-1.46544791,WheelchairAccess,InductionLoop,Both,#27AE60
200,Hungerford 1238,51.41501563,-1.51582228,WheelchairAccess,InductionLoop,Both,#27AE60
201,Harpenden 0682,51.81549154,-0.35613857,WheelchairAccess,InductionLoop,Both,#27AE60
202,Omagh 0554,54.60013233,-7.30275325,None,None,None,#E74C3C
203,Dunstable 0657,51.886608,-0.521388,WheelchairAccess,InductionLoop,Both,#27AE60
204,Bideford 1975,51.01935249,-4.20437335,WheelchairAccess,InductionLoop,Both,#27AE60
205,Havant 0965,50.851699,-0.98270393,WheelchairAccess,InductionLoop,Both,#27AE60
206,Muswell Hill 0236,51.5909921,-0.14286317,WheelchairAccess,None,Wheelchair Only,#003FF6
207,Perth 0935,56.39652011,-3.43351051,WheelchairAccess,None,Wheelchair Only,#003FF6
208,Portsmouth 0323,50.8013754,-1.0886363,WheelchairAccess,InductionLoop,Both,#27AE60
209,Bridgend 0405,51.5070543,-3.5779809,None,InductionLoop,InductionLoop Only,#FA8406
210,Abergavenny 0419,51.8223803,-3.0190247,WheelchairAccess,InductionLoop,Both,#27AE60
211,Birmingham 0507,52.4786099,-1.8947439,None,None,None,#E74C3C
212,Broadstairs 1355,51.3585565,1.44095487,WheelchairAccess,InductionLoop,Both,#27AE60
213,Thetford 1089,52.4137686,0.7476916,WheelchairAccess,InductionLoop,Both,#27AE60
214,Welwyn Garden City 0614,51.8022711,-0.2050882,WheelchairAccess,InductionLoop,Both,#27AE60
215,Greenford 0248,51.52783382,-0.35411931,WheelchairAccess,InductionLoop,Both,#27AE60
216,Penarth 0406,51.4392026,-3.17453674,None,InductionLoop,InductionLoop Only,#FA8406
217,Bath 0403,51.3819512,-2.3603636,None,InductionLoop,InductionLoop Only,#FA8406
218,Wrexham 0711,53.0465974,-2.9963096,WheelchairAccess,None,Wheelchair Only,#003FF6
219,Epping 0695,51.69982811,0.11267061,None,InductionLoop,InductionLoop Only,#FA8406
220,March 1435,52.55085684,0.08782871,None,InductionLoop,InductionLoop Only,#FA8406
221,Redruth 0415,50.2332964,-5.2282434,WheelchairAccess,InductionLoop,Both,#27AE60
222,Grantham 0643,52.91212003,-0.64204432,WheelchairAccess,InductionLoop,Both,#27AE60
223,Great Dunmow 1413,51.87190627,0.36300735,WheelchairAccess,InductionLoop,Both,#27AE60
224,Middlesbrough 0850,54.5779999,-1.2362747,WheelchairAccess,None,Wheelchair Only,#003FF6
225,Thirsk 0906,54.23212382,-1.34325477,None,InductionLoop,InductionLoop Only,#FA8406
226,Warrington 0727,53.3890052,-2.5951129,WheelchairAccess,None,Wheelchair Only,#003FF6
227,Newport 1328,50.6993582,-1.2950419,WheelchairAccess,InductionLoop,Both,#27AE60
228,Derby 1692,52.90491741,-1.54305789,None,None,None,#E74C3C
229,Barrow-in-Furness 0713,54.115128,-3.2267105,WheelchairAccess,None,Wheelchair Only,#003FF6
230,East Ham 0222,51.5401,0.051035,WheelchairAccess,None,Wheelchair Only,#003FF6
231,London 1960,51.51943735,-0.13281561,WheelchairAccess,None,Wheelchair Only,#003FF6
232,Cheltenham 0422,51.90174382,-2.07555972,WheelchairAccess,InductionLoop,Both,#27AE60
233,Colwyn Bay 0705,53.29533514,-3.72866638,None,None,None,#E74C3C
234,Sedgley 1371,52.5405861,-2.1211241,WheelchairAccess,InductionLoop,Both,#27AE60
235,Cranbrook 0793,51.09652019,0.53485639,WheelchairAccess,InductionLoop,Both,#27AE60
236,Ilfracombe 0729,51.2085444,-4.1225613,WheelchairAccess,InductionLoop,Both,#27AE60
237,Wellingborough 1118,52.3260476,-0.6129652,WheelchairAccess,InductionLoop,Both,#27AE60
238,Newtown 0730,52.51496403,-3.31568509,WheelchairAccess,InductionLoop,Both,#27AE60
239,Holloway 0298,51.55851345,-0.11850682,WheelchairAccess,None,Wheelchair Only,#003FF6
240,Doncaster 0877,53.52304135,-1.13596103,None,None,None,#E74C3C
241,Beckenham 0251,51.40659515,-0.02920932,WheelchairAccess,None,Wheelchair Only,#003FF6
242,Rutherglen 0904,55.82818055,-4.21119697,WheelchairAccess,InductionLoop,Both,#27AE60
243,Dovercourt 0940,51.93711788,1.28005005,WheelchairAccess,InductionLoop,Both,#27AE60
244,Leigh 0582,53.495374,-2.516608,WheelchairAccess,InductionLoop,Both,#27AE60
245,Northampton 0454,52.2381208,-0.8939123,None,None,None,#E74C3C
246,Kirkwall 1500,58.983987,-2.957733,WheelchairAccess,InductionLoop,Both,#27AE60
247,Daventry 0395,52.25819804,-1.16170428,None,InductionLoop,InductionLoop Only,#FA8406
248,Gainsborough 0830,53.399462,-0.7760796,WheelchairAccess,InductionLoop,Both,#27AE60
249,Earl Shilton 1068,52.57588864,-1.31582759,WheelchairAccess,InductionLoop,Both,#27AE60
250,Peacehaven 1306,50.79187023,-0.00315629,WheelchairAccess,InductionLoop,Both,#27AE60
251,Manchester 0719,53.52453661,-2.39913385,WheelchairAccess,InductionLoop,Both,#27AE60
252,Morecambe 0981,54.0722531,-2.866072,None,InductionLoop,InductionLoop Only,#FA8406
253,Wood Green 0242,51.5911919,-0.10455594,WheelchairAccess,None,Wheelchair Only,#003FF6
254,Nantwich 1404,53.06749159,-2.5225807,WheelchairAccess,InductionLoop,Both,#27AE60
255,Wigston 0538,52.58662796,-1.10585832,WheelchairAccess,None,Wheelchair Only,#003FF6
256,Keighley 0841,53.86593502,-1.90839982,WheelchairAccess,InductionLoop,Both,#27AE60
257,Heanor 0452,53.0141013,-1.3555847,None,InductionLoop,InductionLoop Only,#FA8406
258,Southport 0755,53.64813049,-3.00294226,None,None,None,#E74C3C
259,Chatham 0254,51.38101796,0.52787905,None,InductionLoop,InductionLoop Only,#FA8406
260,Bangor 0487,53.22684262,-4.12492883,WheelchairAccess,InductionLoop,Both,#27AE60
261,Goole 0825,53.7036884,-0.8727273,WheelchairAccess,InductionLoop,Both,#27AE60
262,Mold 1522,53.16762884,-3.1424164,WheelchairAccess,InductionLoop,Both,#27AE60
263,Morden 0275,51.40321555,-0.19269004,None,None,None,#E74C3C
264,Wisbech 0747,52.66532532,0.1599748,None,InductionLoop,InductionLoop Only,#FA8406
265,Tamworth 0529,52.6329027,-1.69558723,WheelchairAccess,InductionLoop,Both,#27AE60
266,Cwmbran 0486,51.6525269,-3.0205609,WheelchairAccess,InductionLoop,Both,#27AE60
267,London 0216,51.518529,-0.0855834,WheelchairAccess,None,Wheelchair Only,#003FF6
268,Cambridge 0674,52.20536701,0.12076009,WheelchairAccess,InductionLoop,Both,#27AE60
269,Kingswinford 1266,52.49624155,-2.16809115,WheelchairAccess,InductionLoop,Both,#27AE60
270,Bootle 0715,53.45146852,-2.9902996,WheelchairAccess,InductionLoop,Both,#27AE60
271,Harrow 0616,51.56392671,-0.35480149,WheelchairAccess,None,Wheelchair Only,#003FF6
272,West Bromwich 0536,52.51869647,-1.99378895,WheelchairAccess,None,Wheelchair Only,#003FF6
273,Chingford 0245,51.61676533,-0.01712255,WheelchairAccess,InductionLoop,Both,#27AE60
274,Newquay 0441,50.41430088,-5.08020562,WheelchairAccess,InductionLoop,Both,#27AE60
275,Sutton Coldfield 0504,52.5626306,-1.8232255,WheelchairAccess,InductionLoop,Both,#27AE60
276,Bristol 0430,51.46293297,-2.51024611,None,InductionLoop,InductionLoop Only,#FA8406
277,Whitley Bay 0821,55.04206969,-1.44530602,None,InductionLoop,InductionLoop Only,#FA8406
278,Cosham 0340,50.845487,-1.066885,WheelchairAccess,InductionLoop,Both,#27AE60
279,Maidstone 0277,51.2736816,0.52474178,WheelchairAccess,None,Wheelchair Only,#003FF6
280,Peterborough 0669,52.5734515,-0.24187289,WheelchairAccess,None,Wheelchair Only,#003FF6
281,Crewe 0717,53.09741117,-2.44109608,None,None,None,#E74C3C
282,Shrewsbury 0594,52.70868889,-2.75266085,WheelchairAccess,InductionLoop,Both,#27AE60
283,Poole 0425,50.72864955,-1.93789339,None,None,None,#E74C3C
284,Ormskirk 1330,53.5683188,-2.8857322,WheelchairAccess,None,Wheelchair Only,#003FF6
285,Alton 0348,51.14886949,-0.97526751,WheelchairAccess,None,Wheelchair Only,#003FF6
286,Biggleswade 0983,52.08704678,-0.2645827,WheelchairAccess,InductionLoop,Both,#27AE60
287,Carlisle 0775,54.89319705,-2.93341711,WheelchairAccess,InductionLoop,Both,#27AE60
288,Swanage 1377,50.60948824,-1.95852068,WheelchairAccess,InductionLoop,Both,#27AE60
289,Loughborough 0520,52.7723837,-1.206867,WheelchairAccess,InductionLoop,Both,#27AE60
290,Newport 1299,52.76811519,-2.37808294,WheelchairAccess,InductionLoop,Both,#27AE60
291,London 0230,51.51718899,-0.1243012,None,None,None,#E74C3C
292,Kendal 1586,54.32779493,-2.74603499,WheelchairAccess,InductionLoop,Both,#27AE60
293,Glasgow 0912,55.87590966,-4.29265675,None,InductionLoop,InductionLoop Only,#FA8406
294,Dagenham 0292,51.54255016,0.14758966,WheelchairAccess,InductionLoop,Both,#27AE60
295,Rugeley 0553,52.759551,-1.9356168,WheelchairAccess,None,Wheelchair Only,#003FF6
296,Frodsham 1599,53.2956993,-2.7251724,WheelchairAccess,InductionLoop,Both,#27AE60
297,Walton-On-Thames 0678,51.38656098,-0.41985852,WheelchairAccess,InductionLoop,Both,#27AE60
298,Retford 0836,53.3237561,-0.9424834,None,InductionLoop,InductionLoop Only,#FA8406
299,Waterlooville 0311,50.8791877,-1.0324848,None,None,None,#E74C3C
300,Winsford 1289,53.191935,-2.5306503,WheelchairAccess,InductionLoop,Both,#27AE60
301,Leicester 0888,52.5758848,-1.16373,WheelchairAccess,InductionLoop,Both,#27AE60
302,Canvey Island 0637,51.522903,0.592757,None,InductionLoop,InductionLoop Only,#FA8406
303,Airdrie 0932,55.8662882,-3.9802843,WheelchairAccess,InductionLoop,Both,#27AE60
304,Glastonbury 1590,51.1476286,-2.71754269,WheelchairAccess,InductionLoop,Both,#27AE60
305,Pontypridd 0413,51.60046528,-3.34121744,None,InductionLoop,InductionLoop Only,#FA8406
306,Paignton 0409,50.43778923,-3.56728233,WheelchairAccess,None,Wheelchair Only,#003FF6
307,Ringwood 0848,50.84647724,-1.79394051,WheelchairAccess,InductionLoop,Both,#27AE60
308,Wantage 1082,51.58831289,-1.42595735,None,None,None,#E74C3C
309,Devizes 1129,51.35245447,-1.99274875,WheelchairAccess,InductionLoop,Both,#27AE60
310,Diss 1123,52.37605008,1.10913589,WheelchairAccess,InductionLoop,Both,#27AE60
311,East Dereham 1097,52.68085977,0.94149537,WheelchairAccess,InductionLoop,Both,#27AE60
312,Ellesmere Port 0704,53.2783891,-2.90106479,WheelchairAccess,InductionLoop,Both,#27AE60
313,Ryde 0393,50.72991614,-1.16276618,WheelchairAccess,InductionLoop,Both,#27AE60
314,Richmond 1197,51.46123,-0.303117,WheelchairAccess,InductionLoop,Both,#27AE60
315,Merthyr Tydfil 0417,51.7457,-3.37886,None,InductionLoop,InductionLoop Only,#FA8406
316,Spalding 1101,52.80405021,0.01352517,WheelchairAccess,None,Wheelchair Only,#003FF6
317,Kidderminster 0505,52.38808945,-2.24877767,WheelchairAccess,InductionLoop,Both,#27AE60
318,Chichester 0306,50.8367105,-0.779061,WheelchairAccess,InductionLoop,Both,#27AE60
319,Trowbridge 0443,51.32083763,-2.20840886,WheelchairAccess,InductionLoop,Both,#27AE60
320,Basingstoke 0374,51.26371531,-1.08748793,WheelchairAccess,InductionLoop,Both,#27AE60
321,Sudbury 0684,52.03837963,0.72968498,None,InductionLoop,InductionLoop Only,#FA8406
322,Camberley 0309,51.3386771,-0.7451058,WheelchairAccess,InductionLoop,Both,#27AE60
323,Staines 0972,51.4338506,-0.5123732,WheelchairAccess,InductionLoop,Both,#27AE60
324,Cleethorpes 1040,53.55950855,-0.03201997,None,None,None,#E74C3C
325,Caernarfon 0493,53.1394338,-4.2724609,WheelchairAccess,InductionLoop,Both,#27AE60
326,Chiswick 0294,51.49259238,-0.26083298,WheelchairAccess,InductionLoop,Both,#27AE60
327,Slough 0354,51.52580079,-0.61541366,WheelchairAccess,InductionLoop,Both,#27AE60
328,Blackburn 0771,53.74871172,-2.48417828,WheelchairAccess,InductionLoop,Both,#27AE60
329,Glengormley 0951,54.671039,-5.9586591,WheelchairAccess,None,Wheelchair Only,#003FF6
330,Bridport 1020,50.73403523,-2.75995574,WheelchairAccess,InductionLoop,Both,#27AE60
331,Coalville 0543,52.7240839,-1.3729429,WheelchairAccess,None,Wheelchair Only,#003FF6
332,Twickenham 0262,51.44551995,-0.33117281,WheelchairAccess,InductionLoop,Both,#27AE60
333,Rayleigh 0290,51.58725522,0.60688956,WheelchairAccess,InductionLoop,Both,#27AE60
334,Norwich 1389,52.62528582,1.29189513,WheelchairAccess,InductionLoop,Both,#27AE60
335,Longfield 1470,51.39743251,0.2997072,WheelchairAccess,InductionLoop,Both,#27AE60
336,Stanmore 0618,51.61779632,-0.30991225,None,InductionLoop,InductionLoop Only,#FA8406
337,Birchington 1367,51.37420365,1.30670969,None,InductionLoop,InductionLoop Only,#FA8406
338,Islington 1581,51.53464822,-0.10531005,None,None,None,#E74C3C
339,Eastleigh 0342,50.96796535,-1.35336604,WheelchairAccess,InductionLoop,Both,#27AE60
